Molecule_ChEMBLID;Smiles;Standard_Value
CHEMBL3393961;Cc1cccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)c1;250.0
CHEMBL3577290;O=C(Cn1c2c(c3cc(Br)ccc31)CC[C@@H](C(=O)O)C2)N[C@@H](Cc1ccccc1)C(=O)O;27000.0
CHEMBL3577289;O=C(Cn1c2c(c3cc(Br)ccc31)CC[C@@H](C(=O)O)C2)N[C@H](Cc1ccccc1)C(=O)O;30000.0
CHEMBL3632795;COCc1csc(-c2nc(C(C)(C)C)nc3nc(N)c(C#N)c(N)c23)n1;170.0
CHEMBL3460704;CCN(CC)c1ccc(NS(=O)(=O)c2cnn(C(C)C)c2)cn1;100000.0
CHEMBL3504727;Cc1cc(C[C@@H]2COC[C@H]2NCc2ccc(Cl)c(Cl)c2)on1.O=C(O)CC(O)(CC(=O)O)C(=O)O;194984.46
CHEMBL3446863;Cc1ccccc1CN1CCCC1c1cccc(Nc2nccs2)n1;30199.52
CHEMBL3476078;CCn1cc(-c2cc(-c3cc(CN(C)C)cs3)nc(N)c2C#N)c(C)n1;10968.91
CHEMBL3493446;O=C(NCCC(=O)N1CCCc2ccccc21)c1c(F)cccc1F;100000.0
CHEMBL3355799;O=C(Nc1ccc([N+](=O)[O-])cc1)N1CCN(c2nsc3ccccc23)CC1;27110.0
CHEMBL3287360;O=C(O)c1ccc2nc(CCNC(=O)c3cccs3)n(Cc3cccc(C(F)(F)F)c3)c2c1;317000.0
CHEMBL3287364;O=C(O)c1ccc2c(c1)ncn2Cc1ccc(C(F)(F)F)cc1;87700.0
CHEMBL4533632;NCc1ccc(C(=O)N[C@H]2Cc3cccc(C(=O)O)c3OB2O)cc1;5100.0
CHEMBL3485892;O=C(c1cccnc1SC/C=C/c1ccccc1)N1CCOCC(O)C1;30199.52
CHEMBL4292251;O=C(Nc1ccccc1)c1cccc(Br)c1;100000.0
CHEMBL4278650;O=C(Nc1ccc(Sc2nc3ccccc3s2)cc1)c1cc(Br)cc(Br)c1;100000.0
CHEMBL4159556;O=C(CCNc1ccccc1Br)NO;14500.0
CHEMBL3491848;CCN(Cc1nc2c(cnn2C)c(=O)[nH]1)c1ccccc1;100000.0
CHEMBL3489145;CCc1nnc(CN2CCOC(Cn3cc(C)cn3)C2)o1;100000.0
CHEMBL3489230;CC(C)c1noc(CN2CCN(C(=O)c3cc(Cl)ccc3F)CC2)n1;30199.52
CHEMBL3472136;Cc1csc2ncc(-c3ccnc(N4CCCN(C)CC4)n3)c(=O)n12;100000.0
CHEMBL4286232;CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2CC3CCCC(C2)N3)cn1;25.0
CHEMBL3479066;COCC(=O)N1CCC(Oc2cccc(C)c2)CC1;30199.52
CHEMBL311288;C=CC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O;1.0
CHEMBL4300103;Nc1nc(-c2c[nH]c3cc(Br)ccc23)c[nH]1;7500.0
CHEMBL4167543;C[C@H](CCC(=O)NCCNCCNCCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O;12.08
CHEMBL3475775;Cn1c(Cn2ncc(N3CCCCC3)cc2=O)nc2ccccc21;100000.0
CHEMBL3472913;CC(=O)c1ccc(N2CCCC(CO)(CCc3ccccc3)C2)nc1;69844.19
CHEMBL44541;Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1;22700.0
CHEMBL4755657;c1ccc(-n2cc(COc3cccc4cccnc34)nn2)cc1;105.96
CHEMBL4632655;COC(=O)c1cc(C#Cc2ccc(NC(=O)C(=O)O)cc2)c(N(C)C)cc1O;30.0
CHEMBL4649071;O=C(O)C(=O)Nc1ccc(C#Cc2ccc(O)cc2)cc1;106.0
CHEMBL4649291;O=C(O)C(=O)Nc1ccc(C#Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1;60.0
CHEMBL571253;Oc1ccc(Br)cc1/C=N/Nc1nc(-c2ccc(Cl)cc2)cs1;6800.0
CHEMBL4059959;Cc1ccc2ccc(C(Nc3ncccn3)c3ccccc3F)c(O)c2n1;12000.0
CHEMBL3814326;Cc1ccc(/C=C/CN(C)Cc2cccc3ccoc23)cc1.Cl;35.2
CHEMBL4093118;Oc1c(C(Nc2cccnc2)c2ccc(F)cc2F)ccc2cccnc12;4400.0
CHEMBL3740954;COc1cnc2ccc(=O)n(CCN3CCN(C(=O)NCc4ccc(Cl)cc4)CC3)c2c1;920.0
CHEMBL3741396;COc1cnc2ccc(=O)n(CCN3CCN(C(=S)Nc4ccc(Br)cc4)CC3)c2c1;490.0
CHEMBL4752665;COc1cc(/C=C\C(=O)NCCCNCc2cccc(CNCCCNC(=O)/C=C\c3cc(OC)c(Br)cc3Br)c2)c(Br)cc1Br.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;13900.0
CHEMBL3455064;O=C1NCCCCC1NC(=O)N1CCCc2cc(F)ccc21;500000.0
CHEMBL4750100;N#Cc1cc(C(F)(F)F)cc2c(=O)nc(N3CCN(CC4CCCCC4)CC3)sc12;1700.0
CHEMBL475967;O=C(Cn1cc(/C=C/c2[nH]c(=O)[nH]c(=O)c2[N+](=O)[O-])c2ccccc21)Nc1ccc(F)cc1;55400.0
CHEMBL475959;O=C1C=C(Nc2ccccc2C(=O)O)C(=O)C=C1Nc1ccccc1C(=O)O;118000.0
CHEMBL470423;COc1ccc(NC(=O)Nc2cccc(NC(=O)Nc3ccc(OC)cc3)c2F)cc1;253000.0
CHEMBL3814475;N#Cc1ccccc1-c1ccc(CNc2ccccc2[N+](=O)[O-])cc1;15660.0
CHEMBL4785647;CC(C)(C)OC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@H](O[C@@H]1O[C@H](CN)[C@@H](O)[C@H]1O)[C@@H]1CC[C@H](n2ccc(=O)[nH]c2=O)C1;340000.0
CHEMBL489824;O=C(CS)Nc1cc(-c2cccc(C(F)(F)F)c2)n[nH]1;13000.0
CHEMBL4247495;Cc1ccc(OCC(=O)NO)cc1;57100.0
CHEMBL4098754;CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1c[nH]c2ccccc12.Cl;1000.0
CHEMBL4074803;CN(C/C=C/c1ccccc1C(F)(F)F)Cc1coc2ccccc12.Cl;1000.0
CHEMBL4093150;CN(C/C=C/c1ccc([N+](=O)[O-])cc1)Cc1coc2ccccc12.Cl;9.5
CHEMBL4584215;CC(=O)N[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(=O)/C=C/CCCCCCCCCC(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O;100000.0
CHEMBL4646662;Cn1c(=O)c(C(=O)Nc2nccs2)c(O)c2ccccc21;20000.0
CHEMBL219568;Nc1nc2[nH]cnc2c(=O)[nH]1;11500.0
CHEMBL4570532;Cc1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1;17500.0
CHEMBL4290781;Cc1cn(CCCCCCCCCCOc2ccc3ccc(=O)oc3c2)cn1;4370.0
CHEMBL4287324;S=C(N/N=C/c1ccc2ccccc2c1)Nc1cccc2ccccc12;23700.0
CHEMBL4577284;CCOC(=O)[C@H](CC(C)C)NP(=O)(CCCC(=O)N(C)OCc1ccccc1)N[C@@H](CC(C)C)C(=O)OCC;64000.0
CHEMBL4160822;Cl.NC1=NC2(CCCCC2)N(c2ccc(OCc3cn(CCCCOc4ccc5ccc(=O)oc5c4)nn3)cc2)C(N)=N1;820.0
CHEMBL4437765;O=[N+]([O-])c1ccc(S(=O)(=O)N/N=C(\c2ccccc2)c2ccc(O)cc2)cc1;3900.0
CHEMBL1230961;CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O;0.078
CHEMBL4798054;COc1ccc2[nH]c(C(=O)Nc3ccccc3C(N)=O)cc2c1;300000.0
CHEMBL4742848;NC(=O)c1cccc(NC(=O)c2cc3ccccc3s2)c1;115900.0
CHEMBL4790000;NCc1ccccc1NC(=O)c1cc2cc([N+](=O)[O-])ccc2s1;106200.0
CHEMBL1173347;O=C(O)CN1C(=O)/C(=C/c2ccc(F)cc2)SC1=S;50000.0
CHEMBL3221930;O=C(O)/C(S)=C/c1ccc(F)cc1;8200.0
CHEMBL4279252;CCCCCCCCCCCCCCCCOCCCOP(=O)(CCCC(=O)N(C)O)OCCCOCCCCCCCCCCCCCCCC;64000.0
CHEMBL4286356;CCCCCCCCCCCCCCCCOCCCOP(=O)([O-])CCCC(=O)N(C)O.[Na+];64000.0
CHEMBL4291025;CCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCCN4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1;42.0
CHEMBL4760400;Cc1ccc([C@@H]2[C@H]3CSCN3C3(C(=O)c4ccccc4C3=O)[C@]23CSc2ccccc2C3=O)cc1;28570.0
CHEMBL292051;O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCC1c2ccccc2-c2ccccc21;23330.0
CHEMBL3478442;CC(C)NS(=O)(=O)c1cc(C(=O)O)cc(-n2cc3c(n2)CCC3)c1;50118.72
CHEMBL3472154;CC(C)(C)Nc1nc(-c2cccnc2)c(-c2ccnc(NCCO)n2)s1;100000.0
CHEMBL3472788;Cc1noc(-c2ccnc(Oc3ccc(CN4CCCC4)cc3C)c2)n1;1977.24
CHEMBL3445439;CN1CCN(c2ncc3c(=O)n(Cc4ccco4)ccc3n2)CC1;30199.52
CHEMBL3451213;Cc1cnn(-c2ccc(S(N)(=O)=O)cc2F)c1;194984.46
CHEMBL3501625;CCOC1CC2(CCN(C(=O)Cc3ccccn3)CC2)C1.O=C(O)C(F)(F)F;100000.0
CHEMBL3444435;CN1CCN(c2nc(O)c3c(-c4ccccn4)ccnc3n2)CC1;100000.0
CHEMBL3451354;Cc1sc(NC(=O)CN(C)CCOc2cccc(F)c2)c(C)c1C;30199.52
CHEMBL3446095;COc1c(C2SCC(=O)Nc3[nH]ncc32)cc2c(c1OC)OCO2;30199.52
CHEMBL3460472;Cc1cc(C)n(C2CN(CC(=O)N(C)Cc3cnn(C)c3)C2)n1;30199.52
CHEMBL3451386;CC(NCCCN1CCCC1=O)c1cc(Br)ccc1F;30199.52
CHEMBL3470759;Cc1nc(-c2nc(C(=O)N(C)C)c3ccccn23)cn1C(C)C;100000.0
CHEMBL3454186;CCC1CN(C)c2ccccc2CN1C(=O)CCn1cncn1;10000.0
CHEMBL3474851;Cc1ccc(C(=O)N2CCC3(CC2)c2ccccc2[C@@H](N)[C@@H]3O)c(=O)[nH]1;100000.0
CHEMBL3475781;N#Cc1cccc(N2CCCC(CO)(CCOc3ccccc3)C2)n1;6667.15
CHEMBL3474029;COCCN(Cc1cnn(C)c1)CC1CCOC1;30199.52
CHEMBL3479850;CC(C)C1CN(C(=O)c2cn3cc(Cl)cnc3n2)CCCN1CC1CC1;30199.52
CHEMBL3483036;CCn1cc(-c2cc(-c3cc(CC(=O)O)cs3)nc(N)c2C#N)c(C)n1;100000.0
CHEMBL3485936;Nc1nc2c(c(NC3CCCC3)n1)CCN(C(=O)C1CCOC1)CC2;194984.46
CHEMBL3479941;O=C1O[C@@H]2CN(C3CCOCC3)C[C@@H]2N1CCCc1ccc(F)cc1;10000.0
CHEMBL3485975;CN(C)C(=O)c1ccc(C(C(=O)O)N(C)Cc2ccccc2Cl)cc1;30199.52
CHEMBL3485994;COCCN(C)CC(=O)N1CCCC2(CCC(=O)N(CC3CC3)C2)C1;30199.52
CHEMBL3481063;O=C1O[C@@H]2CN(c3cnccn3)C[C@@H]2N1CCCc1ccc(F)cc1;30199.52
CHEMBL16100;O=C(CC(=O)NC1CCOC1=O)Cc1ccccc1Cl;6000.0
CHEMBL3454429;CN1CCc2ccc(NCc3cccs3)cc2C1=O;100000.0
CHEMBL3457957;COC(=O)c1sc2cccc(F)c2c1CNC(=O)C1CCOC1;100000.0
CHEMBL3458891;CCC(=O)N1CCCN(c2cncc(-n3nc(C)cc3C)n2)CC1;100000.0
CHEMBL3456272;CC(NC(=O)NCC(C)(C)C(N)=O)c1nc(-c2ccccc2)cs1;100000.0
CHEMBL3458029;CC1CCC(NC(=O)CNC2(c3ccc(Br)cc3)CCOCC2)CC1;100000.0
CHEMBL3452708;CCCS(=O)(=O)NCC(O)c1c(Cl)cccc1Cl;30199.52
CHEMBL3498032;CC(C)c1nn(C)c(Cl)c1CNCC(=O)N1CCN(C)CC1.Cl;100000.0
CHEMBL3454545;CN1CCOC(CNCC(=O)NCCC2=CCCCC2)C1;30199.52
CHEMBL3457165;Cc1cccc(C(=O)NCC2CCS(=O)(=O)C2)n1;30199.52
CHEMBL3458059;COC(=O)N1CCC(Nc2ccc(Cl)c(C#N)n2)CC1;100000.0
CHEMBL3459029;CCc1sc(C(=O)NC2CC2)cc1C;10000.0
CHEMBL3450875;CC1c2ccc(F)cc2CCN1C(=O)c1[nH]c(=O)[nH]c(=O)c1N;100000.0
CHEMBL3450882;CC1c2cc(F)ccc2CCN1C(=O)c1[nH]c(=O)[nH]c(=O)c1N;66922.96
CHEMBL3452741;CCc1nc(NS(=O)(=O)c2cccc(F)c2C)no1;30199.52
CHEMBL3501514;CN1CCO[C@@H]2CN(C(=O)NCc3ccccc3)CC[C@@H]2C1.O=C(O)C(F)(F)F;194984.46
CHEMBL3501516;CCn1ncc2c1C(COC)N(C(=O)c1cscn1)CC2.O=C(O)C(F)(F)F;194984.46
CHEMBL3501518;O=C(O)C(F)(F)F.O=C(c1ccco1)N1CCC2(CCCN(c3ncccn3)C2)C1;194984.46
CHEMBL3470654;CCCS(=O)(=O)N1C[C@@H](c2ccccc2)[C@@]2(CCNC2=O)C1;194984.46
CHEMBL3498495;CN(C)Cc1cncc2c1CCN(Cc1ccoc1)C2.Cl.Cl.Cl;194984.46
CHEMBL3470848;Cn1cnc(-c2nc(C(=O)NCCN3CCOCC3)c3ccccn23)c1;100000.0
CHEMBL3470854;COCCn1c2c(ccc1=O)CC(NCc1cnn(C)c1)CC2;194984.46
CHEMBL3469961;CSCCC(=O)N1CCCC1c1ccsc1;194984.46
CHEMBL3454117;CC(CNC1CCN(c2ccccn2)CC1)Oc1ccc(F)cc1;10000.0
CHEMBL3455895;O=C(CNC(=O)c1ccc(Cl)cc1)Nc1nccs1;3561.79
CHEMBL3456844;CC(NC(=O)CNC(=O)OC(C)(C)C)c1ccc(Cl)s1;30199.52
CHEMBL3479017;CC1CCCN1Cc1cccc(C(=O)Nc2ccc3c(c2)CCC3=O)c1;10000.0
CHEMBL3479095;CCC(C)Nc1ccc(-c2nc(-c3cccc(OC)c3OC)no2)cn1;13955.57
CHEMBL3476362;CCOc1ccc2[nH]c(=O)c(CN3CCC(n4cnnc4)CC3)cc2c1;100000.0
CHEMBL3472611;c1ccc2c(c1)CN(c1ncnc3sc4c(c13)CCNC4)CCO2;100000.0
CHEMBL3445277;CCCn1nnc(NCc2ccc(-c3ccc(Br)cc3)o2)n1;100000.0
CHEMBL3473937;Cc1ccc(-c2cc(C(=O)NCCCc3csc(N)n3)[nH]n2)o1;30199.52
CHEMBL3477814;COc1ccc2cc(CN(C)CCc3cn[nH]c3)c(=O)[nH]c2c1;100000.0
CHEMBL3478779;O=C(c1nc(=O)[nH]c2ccccc12)N1CCCC2(CCNC2)C1;100000.0
CHEMBL3469419;Cn1ccnc1-c1cccc(NC(=O)NCCCO)c1;194984.46
CHEMBL3469425;Cc1cc(CN2CCc3nn(C)c(=O)cc3C2)on1;194984.46
CHEMBL3444280;O=C(Cn1cc(-c2ccccc2)ncc1=O)Nc1nnc[nH]1;100000.0
CHEMBL3444915;N#Cc1cc(C#N)c(SCC(=O)Nc2ccc(F)cc2)nc1N;19273.05
CHEMBL3445359;CCCn1c(N2CCCC2)nc2c(C)nn(C)c2c1=O;100000.0
CHEMBL3501655;Cn1ccnc1C(=O)N1C[C@@H]2CCN(c3cnccn3)C[C@@H]2C1.O=C(O)C(F)(F)F;100000.0
CHEMBL3457622;COc1c(C)cnc(CNC(=O)c2cnc3onc(C)c3c2)c1C;339.79
CHEMBL3471778;NC(=O)N1CCC2(CC1)CN(c1ccsc1)C(=O)CO2;30199.52
CHEMBL3445994;CCc1nnc(SCc2nonc2C)n1C1CC1;30199.52
CHEMBL3485054;FC(F)(F)c1nc(NC2CCCCC2)c2ccccc2n1;2889.91
CHEMBL3484176;Cc1nc(N2C[C@@H]3CC[C@H](C2)N3)nc2cc(S(C)(=O)=O)ccc12;100000.0
CHEMBL3504219;O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1cncc(CN2CCc3ncnc(C4CCOC4)c3CC2)c1;30199.52
CHEMBL3446091;O=C1CC(c2ccc(C(=O)O)cc2)c2c(sc3c2CCCC3)N1;30199.52
CHEMBL3481089;CN1C(=O)CC(C(=O)O)C12CCN(Cc1ccc(Cl)c(F)c1)CC2;194984.46
CHEMBL3483960;COc1ccc2c(c1OC)Cc1c-2nc(N)c(C#N)c1C1CCOC1;100000.0
CHEMBL3486016;Cc1n[nH]c(C)c1-c1cc(-c2ccc[nH]2)nc(N)c1C#N;100000.0
CHEMBL3487058;CC(C)c1cc(CN2CCC(CC(=O)O)CC2)no1;194984.46
CHEMBL3487080;CCOC(=O)COc1ccc(C(C)=O)c(O)c1;194984.46
CHEMBL3487135;CC(C)c1cc(C(F)(F)F)n2nc(CCC(=O)O)nc2n1;100000.0
CHEMBL3481717;CCn1cc(-c2cc(-c3ccn(C)c3)nc(N)c2C#N)cc1C#N;43589.32
CHEMBL3485585;COc1cccc(Cc2nc3c([nH]2)CC(C)(C)CNC3=O)c1OC;30199.52
CHEMBL3472161;CS(=O)(=O)NCc1cc(-c2cc(F)cc(F)c2)nc(N2CC[C@H](O)C2)n1;100000.0
CHEMBL3476686;COc1ccc(-n2c(CCC(=O)O)nc3ccccc32)cc1CO;30199.52
CHEMBL3480168;CC(C)NC(=O)[C@@H]1C[C@H](N)CN1C(=O)C1(c2ccc(Cl)cc2)CCC1;30199.52
CHEMBL3481422;CN(C)c1ncc(CN2CCCC(Nc3ccc4c(c3)OCCO4)C2)s1;30199.52
CHEMBL3482375;CCc1cc(N(C)Cc2nonc2C)nc(N(C)C)n1;2439.02
CHEMBL3484281;CNc1cc(-c2cccc(CN)c2)c2cc[nH]c2n1;100000.0
CHEMBL3486265;N#Cc1c(C2CC2)cc(-c2ccc(O)cc2)nc1N;100000.0
CHEMBL3486993;CCC(NC(=O)c1nn(C)cc1C(=O)O)c1ccc(C)cc1C;194984.46
CHEMBL3487014;CCn1cc(N)c(-c2nnc3n2CCCC3)n1;194984.46
CHEMBL81083;CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCCCc1ccc(-c2ccccc2)cc1;89.95
CHEMBL4216553;CC(C)c1ccc(OCC(=O)NNC(=S)NC(=O)c2cccnc2)cc1;500000.0
CHEMBL4211736;Cc1ccc(Cc2nc(N)n(CC(=O)Nc3ccc(C)cc3)c2-c2ccccc2Br)cc1;10900.0
CHEMBL4209643;COc1ccc(NC(=O)Cn2c(N)nc(Cc3ccc(C(C)(C)C)cc3)c2-c2ccccc2Br)cc1;400000.0
CHEMBL4555877;COc1ccc(C(=O)CN2C(=O)/C(=C\c3ccc(Br)cc3)SC2=S)cc1;12100.0
CHEMBL4218726;O=C(O)c1ccc(CN2C(=O)c3ccc(Cl)cc3NC(=O)[C@H]2Cc2ccccc2F)cc1;30000.0
CHEMBL4524771;CC(=O)Nc1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1;11600.0
CHEMBL4205838;O=C(O)c1ccc(CN2C(=O)c3ccc(Cl)cc3NC(=O)[C@@H]2Cc2ccc(Cl)c(Cl)c2)cc1;2100.0
CHEMBL3219295;Cl.N[C@@H](Cc1c[nH]cn1)C(=O)CO;24.3
CHEMBL4788796;COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6cc(Br)cc(Br)c6oc5=O)cs4)cc3)nn2)cc1;42600.0
CHEMBL4800245;COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6cccc(OC)c6oc5=O)cs4)cc3)nn2)cc1;13500.0
CHEMBL4784687;CNc1cc(F)cc2cc(C(=O)Nc3ccc(C(=O)O)cc3CNC3CCCCC3)c(=O)[nH]c12.O=C(O)C(F)(F)F;0.26
CHEMBL4301111;CCn1cc(-c2ccnc(N)n2)c2ccc(Br)cc21;39100.0
CHEMBL4069395;Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(F)cc1;100.0
CHEMBL4638834;CCn1sc(=O)n(Cc2ccc(Cl)cc2)c1=O;50000.0
CHEMBL4792778;COc1ccc(-n2cc(COc3cccc4cccnc34)nn2)cc1;164.45
CHEMBL4637940;CCn1c(=O)sn(-c2c(C)noc2C)c1=O;6300.0
CHEMBL4646196;O=c1sn(-c2cccc3c2OCO3)c(=O)n1Cc1ccccc1;4700.0
CHEMBL3443775;COc1ccccc1-c1ccnc2nc(N3CCCCC3)[nH]c(=O)c12;13947.81
CHEMBL3443777;COc1cccc(-c2ccnc3nc(N4CCCCC4)[nH]c(=O)c23)c1;100000.0
CHEMBL3500255;COc1cccc(CN2CCC3(COCc4cnc(N(C)C)nc43)C2)c1.O=C(O)C(F)(F)F;100000.0
CHEMBL3442697;Cc1ncnc2c1CCN(C(=O)c1ccoc1)CC2;30199.52
CHEMBL3436863;Cc1ccc2[nH]c(CO[C@H]3CN(c4ccc(C#N)cn4)C[C@H]3F)nc2c1;50118.72
CHEMBL3436931;COc1ccc(CN[C@@H]2CO[C@H](CNC(=O)N3CCOCC3)[C@H]2O)cc1;30199.52
CHEMBL3439329;Cc1cc(C(=O)N2CCN(c3nc4c(C(C)C)cccc4s3)CC2)no1;57933.22
CHEMBL3442146;Cc1ccnc(OC[C@]23COC[C@H]2CN(C(=O)c2ncccn2)C3)n1;100000.0
CHEMBL3440103;COC(=O)c1ccc(S(=O)(=O)N2CCC(Oc3cccnn3)CC2)cc1;30199.52
CHEMBL3503302;Cc1nnc(N2CCCC3(CN(Cc4nccs4)CCO3)C2)o1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;10000.0
CHEMBL3443120;Cn1nccc1C(=O)N1CCCC2(CCN(c3ccsc3)C2=O)C1;10000.0
CHEMBL1504112;O=c1[nH]c(NCCCO)nc2c1C1(CCCC1)Cc1ccccc1-2;100000.0
CHEMBL3437629;Cc1cccn2c(=O)cc(CSCC(=O)Nc3nnc(C(C)C)s3)nc12;100000.0
CHEMBL4776589;CNc1cccc2cc(C(=O)Nc3ccc(C(=O)O)cc3)c(=O)[nH]c12;1.72
CHEMBL4640061;Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2ccc(=O)n(C3CC3)c12;430.0
CHEMBL4792641;CC(O)c1nccn1CCc1ccc(Cl)cc1;261000.0
CHEMBL4763800;OCc1nccn1CCCc1ccc(Cl)cc1;108000.0
CHEMBL69863;Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1;52000.0
CHEMBL4635330;OC[C@H]1Oc2ccc([C@@H]3OC[C@@H]4[C@H]3CO[C@H]4c3ccc4c(c3)O[C@H](c3ccc(O)c(O)c3)[C@@H](CO)O4)cc2O[C@@H]1c1ccc(O)c(O)c1;620.0
CHEMBL3310300;Cc1nc2ccccn2c1C(=O)NNC(=O)c1cccc([N+](=O)[O-])c1;9200.0
CHEMBL3310314;Cc1nc2ccccn2c1C(=O)Nc1ccccn1;25000.0
CHEMBL3310318;CCOc1ccc(NC(=O)c2c(C)nc3ccccn23)cc1;25000.0
CHEMBL2337551;Cc1ccc(C)n1[C@@H](CC(=O)O)c1ccc2c(c1)OCO2;30000.0
CHEMBL3352884;CC1=C[C@H]2C[C@@H](C)CC[C@@H]2[C@@](C)(C(=O)C2=C(O)[C@@H](CO)NC2=O)[C@H]1/C=C/C=C/C[C@@H](C)O;56400.0
CHEMBL3359134;CC1=C[C@@H]2C[C@@H](C)CC[C@@H]2[C@@](C)(C(=O)C2=C(O)[C@@H](CO)NC2=O)[C@@H]1/C=C/C=C/C[C@@H](C)O;112900.0
CHEMBL4515223;O=C1N2CC=CC(C2)N1OS(=O)(=O)[O-].[Na+];570.0
CHEMBL2087623;CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc21;86.0
CHEMBL3337629;COc1ccc2c(c1)C(=O)C(CN(C)C)CC2.Cl;2100.0
CHEMBL1605498;CN1CCN(NC(=O)CN2C(=O)/C(=C/c3ccccc3Cl)SC2=S)CC1;50000.0
CHEMBL4448189;CO[C@H]1O[C@H](CNS(=O)(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O;3260.0
CHEMBL4526007;COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc2oc(-c3ccc(NS(=O)(=O)c4ccc(Cl)s4)cc3)nc2c1;6400.0
CHEMBL4449221;O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(-c3nc4ccccc4o3)cc2)ccc1Cl;35000.0
CHEMBL4450124;COc1ccc(S(=O)(=O)Nc2ccc3oc(-c4ccccc4)nc3c2)cc1;73000.0
CHEMBL4449196;CCc1ccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5ccc(Cl)s5)ccc4o3)cc2)cc1;6500.0
CHEMBL4447455;COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(Cl)s4)ccc3o2)cc1;3400.0
CHEMBL4081245;CCOP(=O)(OCC)C(CCCCc1ccccc1)CSC(C)=O;13000.0
CHEMBL4069211;O=P(O)(O)C(CO)CCCc1ccccc1;34000.0
CHEMBL4105658;CCOP(=O)(OCC)C(CO)CCc1ccccc1;10000.0
CHEMBL4216184;CC(C)Cn1cc(-c2ccnc(N)n2)c2cc(Br)ccc21.Cl;100000.0
CHEMBL3343830;CC12CC3CC(C)(C1)CC(NC(=O)Cn1sc4ccccc4c1=O)(C3)C2;4990.0
CHEMBL4640123;COC(=O)c1cc(C#Cc2cccc(NC(=O)C(=O)O)c2)c(N(C)C)cc1O;57.0
CHEMBL3298511;O=C1OCC(OCCN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)=C1c1ccccc1F;1150.0
CHEMBL3409440;O=C(c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2c1)N1CCNCC1;3090.3
CHEMBL4739877;CN1C[C@@H](c2cccc(Br)c2)[C@@]2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O;5810.0
CHEMBL1933888;N#C/C(=C\c1ccc(-c2cccs2)s1)c1nc2ccccc2o1;100000.0
CHEMBL4542273;Cc1ccc(C(=O)n2c(-c3cn(-c4ccccc4)nc3-c3ccc(C(F)(F)F)cc3)nc3ccccc32)cc1;31820.0
CHEMBL3235986;CC(=O)c1cc(C)c(O)c(CC2=C(C)C(=O)C(O)=C(C)C2=O)c1O;1370.0
