Molecule_ChEMBLID;Smiles;Standard_Value
CHEMBL1406848;O=C(O)c1csc(-c2ccccc2)n1;200000.0
CHEMBL1706259;O=C(Nc1ccccc1)c1cc(F)ccc1S;25000.0
CHEMBL1714651;Cc1ccc(C(=O)Nc2cc(Cl)ccc2C(=O)O)c(C)c1;25000.0
CHEMBL1715932;CN(C)c1cccc(NC(=O)Cn2sc3ccccc3c2=O)c1;25000.0
CHEMBL1705207;O=C(Cn1sc2ccccc2c1=O)Nc1ccc(Cl)cc1;25000.0
CHEMBL1698461;COc1ccc(C(=O)Nc2cc(Cl)ccc2S(N)(=O)=O)cc1;25000.0
CHEMBL1718927;CC(C)(C)c1ccc(C(=O)Nc2cc(Cl)ccc2C(=O)O)cc1;25000.0
CHEMBL1702206;O=C(Cn1sc2ccccc2c1=O)Nc1ccc(C(F)(F)F)cc1;25000.0
CHEMBL1701237;Cc1ccc(C(=O)Nc2cc(Cl)ccc2C(=O)O)cc1;25000.0
CHEMBL1710477;N#Cc1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1;25000.0
CHEMBL1716371;O=c1c2cc(Br)ccc2sn1-c1ccccc1;25000.0
CHEMBL1708070;CN(C)c1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1;25000.0
CHEMBL2023139;C[C@@](CCn1ncc(-c2ccccc2)cc1=O)(C(=O)NO)S(C)(=O)=O;72.0
CHEMBL2023397;Cc1cc(C)cc(-c2ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c2)c1;5.3
CHEMBL2023398;COc1ccccc1-c1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1;12.0
CHEMBL4213965;O=C(O)c1ccc(CN2C(=O)c3ccc(Cl)cc3NC(=O)[C@H]2CC2CCCCC2)cc1;84000.0
CHEMBL4210200;O=C(O)c1ccc(CN2C(=O)c3ccc(Cl)cc3NC(=O)[C@H]2Cc2ccc(O)cc2)cc1;2000.0
CHEMBL2032111;COCC(=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1CCCC1)CN(O)C=O;8.0
CHEMBL2032140;O=CN(O)C[C@@H](CC1CCCC1)C(=O)N1CCC[C@H]1C(=O)NC(=O)NCCc1ccncc1;1.7
CHEMBL2032124;O=CN(O)C[C@@H](CC1CCCC1)C(=O)N1CCC[C@H]1C(=O)NC(=O)OC1CCC1;0.51
CHEMBL2032141;O=CN(O)C[C@@H](CC1CCCC1)C(=O)N1CCC[C@H]1C(=O)NC(=O)NCCc1cccnc1;0.37
CHEMBL4289650;CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(C(=O)O)ccc2N2C3CCC2CN(C)C3)cn1;9.0
CHEMBL2048825;C[C@H](N)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)N/C=C1/C[C@@H](O)[C@H](n2ccc(=O)[nH]c2=O)O1;22.0
CHEMBL2048832;C[C@H](NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)N[C@@H](C(=O)N/C=C1\O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@H](C)N(C)C(=O)[C@@H](Cc1cccc(O)c1)NC(=O)CN;8900.0
CHEMBL2063255;CCCCCCOc1cccc(CCCNC(=O)/C=C(\O)C(=O)O)c1;300000.0
CHEMBL73487;CC1Cc2nc(N)nc(O)c2-c2cc(Cl)ccc21;3600.0
CHEMBL73713;Nc1nc(O)c2c(ccc3c(N)cccc32)n1;39000.0
CHEMBL120368;CCCCCCCCCCCCOc1c(CC)cc(Cc2cnc(N)nc2N)cc1CC;3500.0
CHEMBL2088991;COc1ccc(C(=O)N[C@@H]2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Cl)c(Cl)c3)C2)c(OC)c1;2100.0
CHEMBL1390220;CC(C)Cn1c(S)nnc1-c1ccco1;59640.0
CHEMBL3190779;CN(C)S(=O)(=O)c1cccc(NC(=S)N/N=C/C2CC=CCC2)c1;59640.0
CHEMBL1411914;O=Cc1c(O)nc2ccccc2c1NCc1ccc(Cl)cc1;59640.0
CHEMBL1415903;Sc1nnc(-c2ccccc2)n1C1C=CCCC1;59640.0
CHEMBL1438203;Cc1ccc(-c2c(C(=O)O)c(C(=O)O)c3n2CSC3)cc1;59640.0
CHEMBL1645428;COc1cc(NC(C)CCCNC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCC(C)Nc2cc(OC)cc3cccnc23)c2ncccc2c1.Cl;15.0
CHEMBL2048337;O=C(c1ccc(O)cc1)c1nccc2c1[nH]c1ccc(Br)cc12;272300.0
CHEMBL491170;CC1=CCC[C@@H]2[C@@](C)(CC/C(C)=C/Cn3c[n+](C)c4ncnc(N)c43)[C@H](C)CC[C@@]12C.[Cl-];3.13
CHEMBL3216592;Cl.Cl.NCCCNCCCCCC(=O)C(F)(F)F;270.0
CHEMBL94445;CCCCCO[C@@H]1[C@H](OC)[C@@H]([C@@H](O[C@H]2OC(C(=O)N[C@H]3CCC[C@@H](C)NC3=O)=C[C@H](O)[C@@H]2O)C(N)=O)O[C@H]1n1ccc(=O)[nH]c1=O;0.05
CHEMBL93532;CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(CCc1ccccc1)Cc1ccccc1)C(C)(C)C;90.0
CHEMBL73200;Nc1ccc2ccc3nc(N)nc(O)c3c2c1;600.0
CHEMBL1814108;O=C1c2cccc3c(Cl)ccc(c23)C(=O)N1Cc1ccc(S(=O)(=O)N2CCOCC2)cc1;15500.0
CHEMBL1945180;COc1ccc2nc(Cl)c(/C=C/C(=O)c3ccc4ccccc4c3)cc2c1;268100.0
CHEMBL490690;O=P([O-])([O-])C(CCCc1cccc(Oc2cc(Cl)cc(Cl)c2)c1)S(=O)(=O)[O-].[K+].[K+].[K+];6300.0
CHEMBL3927046;COc1ccc2cc(/C=C3\SC(=S)NC3=O)c(Cl)nc2c1;4.4
CHEMBL3290885;COc1ccc2nc(Cl)c(/C=C3\SC(=S)NC3=O)cc2c1;2.9
CHEMBL3976278;Cc1ccc2cc(/C=C3\SC(=S)N(CC(=O)O)C3=O)c(Cl)nc2c1;30.0
CHEMBL3929421;COc1ccc2nc(Cl)c(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2c1;30.0
CHEMBL23609;CCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC;4.0
CHEMBL17044;COc1ccc(OC)c(NCc2coc3nc(N)nc(N)c23)c1;31000.0
CHEMBL17383;Nc1nc(N)c2c(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)coc2n1;200000.0
CHEMBL422640;O=C(Nc1ccccc1)C1=CSC2CC(=O)N12;58000.0
CHEMBL1516970;Sc1nnc(-c2cccs2)n1C1CCCCC1;6691.0
CHEMBL1455686;CCn1c(S)nnc1-c1nn(-c2ccccc2)ccc1=O;29743.0
CHEMBL1548211;COc1ccccc1C(=O)Nc1nnc(SCC(=O)NCc2ccco2)s1;6478.0
CHEMBL1587451;O=C(CSc1nnc(NC(=O)c2c(F)cccc2F)s1)NCc1ccccc1;9258.0
CHEMBL1517808;Cc1cccc(C(=O)Nc2nnc(SCC(=O)NCc3ccco3)s2)c1;59640.0
CHEMBL1605748;O=C(O)c1ccccc1C(=O)c1cccc2ccccc12;13100.0
CHEMBL1606520;Cc1ccccc1C(=O)Nc1nnc(SCC(=O)NCc2ccco2)s1;3006.0
CHEMBL1610243;Cc1cc(C(=O)OCC(=O)NC(=O)c2cccn2C)c2ccccc2n1;59640.0
CHEMBL1345175;CC1CCCCC1n1c(S)nnc1-c1cccnc1;13814.0
CHEMBL1551022;Cc1cc(C)n(-c2nc(SCC(=O)O)c3c4c(sc3n2)COC(C)(C)C4)n1;24828.0
CHEMBL2178282;CCc1ccc(Oc2ccc(C(=O)CCCO)cc2)c(O)c1;48.0
CHEMBL1413510;Nc1ccc2c3c(cccc13)C(=O)N(c1ccccc1)C2=O;4405.0
CHEMBL1605743;O=c1ccc2c(-c3ccccc3)c3ccc(O)cc3oc-2c1;190.09
CHEMBL1373849;O=C1/C(=C\c2cc(Cl)c(O)c(Cl)c2)SC(=S)N1Cc1ccccc1;3155.0
CHEMBL1320566;Cc1ccc2[nH]cc(/C=C/c3cc[n+](C)cc3)c2c1.[I-];49248.0
CHEMBL1538987;CC(C)(C)c1ccc(-c2c(C(=O)O)c(C(=O)O)c3n2CSC3)cc1;59640.0
CHEMBL1303641;COCCCNc1c(O)nc2cccc3c2c1-c1ccccc1C3=O;889.94
CHEMBL2164190;CC(CCc1cc(-c2ccccc2F)on1)(C(=O)NO)S(C)(=O)=O;8.31
CHEMBL2164524;Cc1ccc(-c2cn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)nn2)cc1;1.39
CHEMBL2164516;CC(CCc1cnn(-c2ccccc2)c1)(C(=O)NO)S(C)(=O)=O;13.5
CHEMBL3393393;COc1ccc(/C=N/c2ccc(N3CCOCC3)c(F)c2)cc1OC;27870.0
CHEMBL3409443;O=C(c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2c1)N1CCCCC1;120226.44
CHEMBL1738741;Nc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1;400.0
CHEMBL1818381;O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CC[N+](=O)[O-])CC3)c(F)cc2c1=O;120.0
CHEMBL1814000;CN1c2nccc[n+]2C[C@@]1(O)c1ccccc1.[Br-];400000.0
CHEMBL1835968;O=C1C[C@@H](c2ccccc2)Oc2c(Cc3ccccc3O)c(O)c(Cc3ccccc3O)c(O)c21;12500.0
CHEMBL1310325;CCN(CC)CCOC(=O)c1ccc(N/C=C(/C#N)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1;59640.0
CHEMBL374632;CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1;3241.0
CHEMBL1813559;CCCCCCCCCCCCCCCCn1cc[n+](C2CCCC2)c1.[Br-];5300.0
CHEMBL2178460;Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3)ccc12;85000.0
CHEMBL2178451;CC(=O)NCCNC(=O)CCc1c(C)c2ccc(OCc3ccc(-c4ccccc4)cc3)c(C)c2oc1=O;100000.0
CHEMBL3402101;O=c1cc(CO)oc(C2C=C(c3ccccc3)Oc3ccccc32)c1O;8.3
CHEMBL3314540;Cc1[nH]c(C(=O)N[C@@H]2CCN(c3ncc(C(=O)O)s3)C[C@@H]2N=[N+]=[N-])c(Cl)c1Cl;10.0
CHEMBL3244597;CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](OC(C)=O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O;6300.0
CHEMBL1346018;Cc1ccc(C)c(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NCC2CCCO2)c2cccs2)c1;1110.0
CHEMBL3623401;Cc1cc(Cl)ccc1Oc1coc(/C=C/c2cccs2)cc1=O;4570.0
CHEMBL3414808;COc1ccc(-c2cc(NC(=O)N[C@@H](Cc3ccccc3)C(=O)SCCNC(C)=O)c(C(=O)O)s2)cc1;32000.0
CHEMBL3414795;COc1ccc(-c2cc(NC(=O)N[C@@H](CCC(=O)O)C(=O)O)c(C(=O)O)s2)cc1;30300.0
CHEMBL3343827;O=c1oc2cc(Br)c(O)c(Br)c2s1;160000.0
CHEMBL1471698;O=C(Cn1sc2ccccc2c1=O)NC12CC3CC(CC(C3)C1)C2;6110.0
CHEMBL3903047;O=C(Nc1cc(N2CCCC2)nc(N2CCCC2)c1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O;130.0
CHEMBL1951177;COc1cc(OC)c(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1NC(C)=O;199986.19
CHEMBL2251810;C#CCCOP(=O)(O)OP(=O)(O)O;450.0
CHEMBL2251809;C#CCOP(=O)(O)OP(=O)(O)O;6700.0
CHEMBL2313966;O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cn4nc(-c5cccc(O)c5)n(-c5cc(Cl)cc(Cl)c5)c4=S)CC3)c(F)cc2c1=O;6050.0
CHEMBL1565458;O=C1C2C(c3ccccc3)C=CC(c3ccccc3)C2C(=O)N1c1ccccn1;11547.0
CHEMBL1582196;CC(C)C(CCN1C(=O)c2ccccc2C1=O)c1ccco1;36830.0
CHEMBL2402374;COc1ccc(-c2cnn3c(=O)[nH]c(=S)[nH]c23)cc1;39700.0
CHEMBL2402371;O=c1[nH]c(=S)[nH]c2c(-c3ccc(C(F)(F)F)cc3)cnn12;240.0
CHEMBL2402369;O=c1[nH]c(=S)[nH]c2c(-c3ccc(Cl)cc3)cnn12;540.0
CHEMBL2402235;Cc1ccc(-c2cc3[nH]c(=S)[nH]c(=O)n3n2)cc1;19300.0
CHEMBL2152636;O=C1C=C(c2ccc(O)cc2)/C(=C/c2ccc(O)cc2)O1;105000.0
CHEMBL2152502;O=C1C=C(c2ccc(O)c(Br)c2)/C(=C/c2ccc(O)cc2)O1;38000.0
CHEMBL2152503;COc1ccc(/C=C2\OC(=O)C=C2c2ccc(O)c(Br)c2)cc1;42000.0
CHEMBL517946;C=C(C)[C@H]1CC[C@H](C)C[C@@H]1c1c(O)cc(/C=C/c2ccccc2)cc1O;1.0
CHEMBL467407;C=C(C)[C@H]1CC[C@H](C)C[C@@H]1c1c(O)cc(/C=C/c2ccccc2O)cc1O;2.0
CHEMBL3355793;CCOC(=O)c1cc2cc(N3CCN(C(=S)Nc4ccc(OC)cc4)CC3)ccc2o1;24390.0
CHEMBL3355787;CCOC(=O)c1cc2cc(N3CCN(C(=O)NCc4ccccc4)CC3)ccc2o1;4320.0
CHEMBL3355783;CCOC(=O)c1cc2cc(N3CCN(C(=O)Nc4ccc(Cl)cc4)CC3)ccc2o1;18200.0
CHEMBL3355789;CCOC(=O)c1cc2cc(N3CCN(C(=S)Nc4ccccc4)CC3)ccc2o1;7200.0
CHEMBL3355808;S=C(NCc1ccccc1)N1CCN(c2nsc3ccccc23)CC1;25000.0
CHEMBL572948;COc1ccc(/C=C/C(=O)Nc2ccc(-c3nc4ccc([N+](=O)[O-])cc4n3O)cc2)cc1;5900.0
CHEMBL3234297;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(c4ccco4)c4nnnn4C4CCCCC4)CC3)cc21;2.4
CHEMBL1525826;COc1nccnc1NS(=O)(=O)c1ccc(N)cc1;13500.0
CHEMBL2028354;Nc1nc(=O)c2c([nH]1)NCC(CCNc1ccc(C(=O)[O-])cc1)N2.[Na+];9.0
CHEMBL523980;Cc1cc(=O)n2nc(C(F)(F)F)c(-c3ccc(Br)cc3)c2[nH]1;200000.0
CHEMBL3234290;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(c4ccc(F)cc4)c4nnnn4C(C)(C)C)CC3)cc21;10.0
CHEMBL3359133;CC1=C[C@H]2C[C@@H](C)CC[C@@H]2[C@@](C)(C(=O)C2=C(O)[C@@H](CO)N(C)C2=O)[C@H]1/C=C/C=C/C[C@@H](C)O;26300.0
CHEMBL3263619;CCNC(=O)Nc1nc2cc(-c3ccn(CCOC)c(=O)c3)c(O[C@@H]3CCOC3)nc2s1;2.5
CHEMBL3116086;O=C(CC1Nc2cccc3cccc(c23)NC1=O)Nc1cccc([N+](=O)[O-])c1;52000.0
CHEMBL3098977;Cc1cc(N)c2cc(NC(=O)Nc3ccc(-c4ccccc4)cc3)ccc2n1;79000.0
CHEMBL3098992;Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cncc5ccccc45)cc3)ccc2n1;13000.0
CHEMBL3114333;N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1C[C@H](N)[C@@]2(CC[C@@H](O)[C@@H](O)CO2)[C@H](O)[C@H]1O;600000.0
CHEMBL3114324;NCCCC[C@H](N)C(=O)NC[C@@H]1CC[C@]2(O1)[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O;325000.0
CHEMBL570092;OC[C@H]1O[C@@H](n2cc(Cl)c3c(-c4ccsc4)ncnc32)[C@H](O)[C@@H]1O;99570.0
CHEMBL1210954;CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1;0.5
CHEMBL2286854;CCNc1nc(-c2ccccc2)nc(C(Cl)(Cl)Cl)n1;1230.27
CHEMBL2286849;Cc1nc(Nc2ccccc2)nc(C(Cl)(Cl)Cl)n1;1659.59
CHEMBL3114191;CCNC(=O)Nc1nc2cc(-c3ccc4ncnn4c3)c(=O)n(C(C)C)c2s1;11.0
CHEMBL3114198;CCNC(=O)Nc1nc2cc(-c3cncc(F)c3)c(=O)n(C(C)C)c2s1;10.0
CHEMBL3113789;O=C(/N=N/c1ccc([N+](=O)[O-])cc1)Nc1ccccc1;2.75
CHEMBL1761333;C=C(C)[C@@H]1CC[C@]2(COC(=O)CCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12;1500.0
CHEMBL431525;C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12;100000.0
CHEMBL3114213;CCNC(=O)Nc1nc2cc(-c3cncnc3)c(=O)[nH]c2s1;84.0
CHEMBL3126906;CN(C)c1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;100000.0
CHEMBL2338465;CCOC(=O)C1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)CCN1;17.0
CHEMBL362868;O=C(O)Nc1scnc1C(=O)Nc1nccs1;190.0
CHEMBL186291;CCCCCCCCC1NC(CO)C(O)C(O)C1O;110000.0
CHEMBL3134012;Nc1nc(C(=O)CCNC(=O)c2cc(Br)c(Br)[nH]2)c[nH]1;60000.0
CHEMBL307237;CCc1ccc2ccc3nc(N)nc(O)c3c2c1;7700.0
CHEMBL367534;COc1ccccc1C(=O)Nc1scnc1C(=O)Nc1nccs1;190.0
CHEMBL179656;O=C(Nc1scnc1C(=O)Nc1nccs1)c1ccc(F)cc1;110.0
CHEMBL306172;Nc1nc(O)c2c(n1)CCc1cc([N+](=O)[O-])ccc1-2;43000.0
CHEMBL3133979;CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c(-c2ccc(C(C)(C)C)cc2)n1)C(=O)NCc1ccccc1;10.15
CHEMBL3133957;CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c(-c2cccc3ccccc23)n1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc1ccccc1;13.2
CHEMBL3133961;CC(C)(C)c1ccc(-c2nc(C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc3ccccc3)c[nH]2)cc1;15.86
CHEMBL3330952;COc1ccc(C)cc1NC(=S)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1;91201.08
CHEMBL3355785;CCOC(=O)c1cc2cc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)ccc2o1;2930.0
CHEMBL303454;CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;410000.0
CHEMBL3344035;O=C(O)CSCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1;12500.0
CHEMBL3344019;O=C(O)CC(=O)Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1;18350.0
CHEMBL3343201;OC(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc(C(F)(F)F)cc2)CC1;17000.0
CHEMBL2271922;CCCCCCCCCCCCCCCCCCNc1nc(C)nc(C(Cl)(Cl)Cl)n1;1000000.0
CHEMBL86135;CC(=O)N[C@@H](CCB1O[C@@]2(C)CCC3C[C@@]2(O1)C3(C)C)C(=O)O;80000.0
CHEMBL75731;Nc1nc(O)c2c(n1)CCc1c(F)cccc1-2;99000.0
CHEMBL307278;Nc1nc(O)c2c(n1)CCc1ccc(F)cc1-2;4000.0
CHEMBL3360745;CCOC(=O)C1=C(Nc2ccc(OCC)cc2)C(=O)N(c2ccc(OCC)cc2)C1C(=O)OCC;48.4
CHEMBL477467;COc1ccc(CC(=O)[C@@H](N)Cc2c[nH]cn2)cc1.Cl.Cl;6.0
CHEMBL519986;Cl.Cl.N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc(Cl)cc1;6.0
CHEMBL483666;Cl.Cl.N[C@@H](Cc1c[nH]cn1)C(=O)Cc1ccc(F)cc1;6.0
CHEMBL87262;Oc1c2c(nn1-c1ccc(Br)cc1)CCS2;11.4
CHEMBL105350;O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1;30.0
CHEMBL490853;O=C(c1ccccc1)c1cc(Cl)ccc1/N=C/c1coc2ccccc2c1=O;75930.0
CHEMBL478331;Cc1ncc([N+](=O)[O-])n1CCn1cc(-c2cccnc2)nn1;500.0
CHEMBL116987;COC(=O)c1cc2ccccc2n1CCCCCCCOC(=O)Cc1ccc([N+](C)(C)C)cc1.[I-];19000.0
CHEMBL297053;CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1ccc(N)nc1;2400.0
CHEMBL76446;COC(=O)[C@@H]1CCC[C@H](C(=O)OC)N1N=O;700000.0
CHEMBL273744;CC(=O)OCC1=C(C(=O)[O-])N2C(=O)/C(=C/CO)[C@H]2S(=O)(=O)C1.[Na+];20000.0
CHEMBL2376541;COc1ccc2[nH]cc(C(c3ccc(F)c(Br)c3)c3c[nH]c4ccc(OC)cc34)c2c1;39600.0
CHEMBL274335;CN(C)CCCNc1[nH]c2ccccc2c2nc3c(ccc4ccc([N+](=O)[O-])cc43)c1-2;5000.0
CHEMBL3126895;Cc1nc(N)c2c(-c3cc4ccccc4o3)cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1;100000.0
CHEMBL3127054;CSc1ncnc2c1c(-c1cc3ccccc3o1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;100000.0
CHEMBL593881;O=C(NCC/N=C/c1cc(I)cc(I)c1O)c1ccccc1O;12.72
CHEMBL595277;O=C(NCCCC/N=C/c1ccccc1O)c1ccccc1O;13.57
CHEMBL415885;COC(=O)CCCCCCCCOC(=O)CC(=O)C[C@@H]1OCC(C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O;400.0
CHEMBL82924;Cc1c(CN(C)c2cc(Cl)c(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12;36.0
CHEMBL6281;CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(O)cc4)nn3)[C@H]2S1(=O)=O;700.0
CHEMBL3112752;N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC[C@@H]3CN2C(=O)N3OS(=O)(=O)O)cc1)C(=O)O;28000.0
CHEMBL570743;OC[C@H]1O[C@@H](n2cc(Cl)c3c(-c4ccccc4)ncnc32)[C@H](O)[C@@H]1O;220.0
CHEMBL572100;OC[C@H]1O[C@@H](n2ccc3c(-c4ccsc4)ncnc32)[C@H](O)[C@@H]1O;195.0
CHEMBL584957;OC[C@H]1O[C@@H](n2cc(F)c3c(-c4ccc[nH]4)ncnc32)[C@H](O)[C@@H]1O;70.0
CHEMBL3337751;C=C1Cc2cc(OC)c(OC)cc2C1=O;18900.0
CHEMBL1807122;O=[N+]([O-])c1ccc(/N=N/Nc2ccc([N+](=O)[O-])cc2F)c(F)c1;1580.0
CHEMBL3237093;COc1cc(/C=C/C(=O)N(/N=N/c2ccc(Cl)c(C(F)(F)F)c2)c2ccc(Cl)c(C(F)(F)F)c2)cc(OC)c1;71280.0
CHEMBL3343866;O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)Nc1ncc([N+](=O)[O-])s1;5120.0
CHEMBL1594763;CC(=O)c1cc2c(cc1NC(=O)CN1CCN(C(c3ccccc3)c3ccccc3)CC1)OCO2;1510.0
CHEMBL2338462;CCCCNC(=O)OCC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1;30.0
CHEMBL1645438;COc1cc(NC(C)CCCNC(=O)CC[C@H](N)C(=O)NCCCC(C)Nc2cc(OC)cc3cccnc23)c2ncccc2c1.Cl;15.0
CHEMBL2349510;C=CCn1c(SCC)nc2c(c1=O)C(C)(C)Cc1ccccc1-2;2000.0
CHEMBL2349509;C=CCn1c(SCc2ccccc2)nc2c(c1=O)C(C)(C)Cc1ccccc1-2;10800.0
CHEMBL42208;CN(Cc1cn(C)c2ccccc12)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2;130.0
CHEMBL256309;COc1cc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2C)ccc1O;19000.0
CHEMBL4106562;CC(=O)NC[C@@H]1CN(c2ccc(-c3ccc(CC[C@](C)(C(=O)NO)S(C)(=O)=O)cc3)c(F)c2)C(=O)O1;1.48
CHEMBL3647093;CC(CCc1ccc(-c2cccc(Cl)c2Cl)cc1)(C(=O)NO)S(C)(=O)=O;0.213
CHEMBL3647097;CC(CCc1ccc(-c2ccsc2)cc1)(C(=O)NO)S(C)(=O)=O;0.991
CHEMBL3647143;CC(=O)c1ccc(-c2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)c(F)c2)cn1;0.348
CHEMBL3977768;CC(=O)Nc1ccc(-c2ccc(CC[C@](C)(C(=O)NO)S(C)(=O)=O)cc2)cc1;1.74
CHEMBL3647163;CC(CCc1ccc(-c2ccc(NS(C)(=O)=O)cc2)c(F)c1)(C(=O)NO)S(C)(=O)=O;2.04
CHEMBL3647089;CC(CCc1ccc(-c2ccc(CCCO)cc2)cc1)(C(=O)NO)S(C)(=O)=O;0.132
CHEMBL2376544;O=[N+]([O-])c1ccc(C(c2c[nH]c3ccc(I)cc23)c2c[nH]c3ccc(I)cc23)o1;11280.0
CHEMBL574091;COc1ccc2[nH]cc(C(c3cc(F)cc(F)c3)c3c[nH]c4ccc(OC)cc34)c2c1;4050.0
CHEMBL3895524;NC(=O)[C@H]1CC[C@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+];650.0
CHEMBL3658993;CSc1cnc(-c2noc3c(F)c4c(cc23)CC2(C(=O)NC(=O)NC2=O)[C@H]2[C@H](C)O[C@H](C)CN42)cn1;1700.0
CHEMBL3658996;C[C@@H]1O[C@H](C)CN2c3c(cc4c(-c5scnc5C(=O)N5CCOCC5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12;17000.0
CHEMBL3357985;C[C@@H]1O[C@H](C)CN2c3c(cc4c(C(F)(F)F)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12;1400.0
CHEMBL3659003;C[C@H]1CN2c3c(cc4c(C(F)F)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1;56000.0
CHEMBL3663201;C[C@@H]1O[C@H](C)CN2c3c(cc4c(-c5cnccn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12;400.0
